,cluster_id,galaxy_id
1200,1270,NGC_2835
1201,1276,NGC_2835
1202,1279,NGC_2835
1203,1280,NGC_2835
1204,1281,NGC_2835
1205,1284,NGC_2835
1206,1285,NGC_2835
1207,1294,NGC_2835
1208,1298,NGC_2835
1209,1302,NGC_2835
1210,1304,NGC_2835
1211,1309,NGC_2835
1212,1318,NGC_2835
1213,1325,NGC_2835
1214,1326,NGC_2835
1215,1327,NGC_2835
1216,1333,NGC_2835
1217,1341,NGC_2835
1218,1350,NGC_2835
1219,1351,NGC_2835
1220,1354,NGC_2835
1221,1355,NGC_2835
1222,1357,NGC_2835
1223,1359,NGC_2835
1224,1365,NGC_2835
1225,1366,NGC_2835
1226,1368,NGC_2835
1227,1369,NGC_2835
1228,1373,NGC_2835
1229,1379,NGC_2835
1230,1383,NGC_2835
1231,1389,NGC_2835
1232,1392,NGC_2835
1233,1393,NGC_2835
1234,1395,NGC_2835
1235,1397,NGC_2835
1236,1400,NGC_2835
1237,1401,NGC_2835
1238,1403,NGC_2835
1239,1405,NGC_2835
1240,1406,NGC_2835
1241,1412,NGC_2835
1242,1414,NGC_2835
1243,1425,NGC_2835
1244,1427,NGC_2835
1245,1428,NGC_2835
1246,1429,NGC_2835
1247,1432,NGC_2835
1248,1440,NGC_2835
1249,1444,NGC_2835
1250,1448,NGC_2835
1251,1451,NGC_2835
1252,1453,NGC_2835
1253,1455,NGC_2835
1254,1456,NGC_2835
1255,1458,NGC_2835
1256,1460,NGC_2835
1257,1462,NGC_2835
1258,1469,NGC_2835
1259,1475,NGC_2835
1260,1476,NGC_2835
1261,1481,NGC_2835
1262,1488,NGC_2835
1263,1490,NGC_2835
1264,1491,NGC_2835
1265,1495,NGC_2835
1266,1501,NGC_2835
1267,1502,NGC_2835
1268,1506,NGC_2835
1269,1509,NGC_2835
1270,1513,NGC_2835
1271,1516,NGC_2835
1272,1517,NGC_2835
1273,1521,NGC_2835
1274,1522,NGC_2835
1275,1525,NGC_2835
1276,1528,NGC_2835
1277,1529,NGC_2835
1278,1531,NGC_2835
1279,1533,NGC_2835
1280,1534,NGC_2835
1281,1543,NGC_2835
1282,1549,NGC_2835
1283,1550,NGC_2835
1284,1553,NGC_2835
1285,1554,NGC_2835
1286,1556,NGC_2835
1287,1559,NGC_2835
1288,1561,NGC_2835
1289,1562,NGC_2835
1290,1568,NGC_2835
1291,1570,NGC_2835
1292,1573,NGC_2835
1293,1575,NGC_2835
1294,1580,NGC_2835
1295,1581,NGC_2835
1296,1583,NGC_2835
1297,1584,NGC_2835
1298,1585,NGC_2835
1299,1589,NGC_2835
1300,1591,NGC_2835
1301,1594,NGC_2835
1302,1600,NGC_2835
1303,1604,NGC_2835
1304,1609,NGC_2835
1305,1610,NGC_2835
1306,1611,NGC_2835
1307,1615,NGC_2835
1308,1618,NGC_2835
1309,1619,NGC_2835
1310,1620,NGC_2835
1311,1621,NGC_2835
1312,1622,NGC_2835
1313,1624,NGC_2835
1314,1626,NGC_2835
1315,1630,NGC_2835
1316,1634,NGC_2835
1317,1636,NGC_2835
1318,1647,NGC_2835
1319,1652,NGC_2835
1320,1655,NGC_2835
1321,1657,NGC_2835
1322,1658,NGC_2835
1323,1661,NGC_2835
1324,1663,NGC_2835
1325,1669,NGC_2835
1326,1671,NGC_2835
1327,1672,NGC_2835
1328,1674,NGC_2835
1329,1677,NGC_2835
1330,1680,NGC_2835
1331,1682,NGC_2835
1332,1684,NGC_2835
1333,1685,NGC_2835
1334,1691,NGC_2835
1335,1692,NGC_2835
1336,1694,NGC_2835
1337,1696,NGC_2835
1338,1698,NGC_2835
1339,1700,NGC_2835
1340,1702,NGC_2835
1341,1703,NGC_2835
1342,1706,NGC_2835
1343,1709,NGC_2835
1344,1710,NGC_2835
1345,1711,NGC_2835
1346,1712,NGC_2835
1347,1713,NGC_2835
1348,1722,NGC_2835
1349,1742,NGC_2835
1350,1745,NGC_2835
1351,1,NGC_2835
1352,3,NGC_2835
1353,14,NGC_2835
1354,17,NGC_2835
1355,19,NGC_2835
1356,29,NGC_2835
1357,32,NGC_2835
1358,34,NGC_2835
1359,43,NGC_2835
1360,47,NGC_2835
1361,58,NGC_2835
1362,59,NGC_2835
1363,64,NGC_2835
1364,73,NGC_2835
1365,76,NGC_2835
1366,87,NGC_2835
1367,112,NGC_2835
1368,114,NGC_2835
1369,121,NGC_2835
1370,124,NGC_2835
1371,130,NGC_2835
1372,133,NGC_2835
1373,139,NGC_2835
1374,145,NGC_2835
1375,147,NGC_2835
1376,154,NGC_2835
1377,161,NGC_2835
1378,162,NGC_2835
1379,178,NGC_2835
1380,197,NGC_2835
1381,207,NGC_2835
1382,216,NGC_2835
1383,218,NGC_2835
1384,223,NGC_2835
1385,233,NGC_2835
1386,236,NGC_2835
1387,239,NGC_2835
1388,241,NGC_2835
1389,242,NGC_2835
1390,244,NGC_2835
1391,249,NGC_2835
1392,250,NGC_2835
1393,253,NGC_2835
1394,255,NGC_2835
1395,261,NGC_2835
1396,272,NGC_2835
1397,275,NGC_2835
1398,280,NGC_2835
1399,283,NGC_2835
1400,286,NGC_2835
1401,298,NGC_2835
1402,301,NGC_2835
1403,307,NGC_2835
1404,312,NGC_2835
1405,313,NGC_2835
1406,320,NGC_2835
1407,323,NGC_2835
1408,325,NGC_2835
1409,326,NGC_2835
1410,327,NGC_2835
1411,330,NGC_2835
1412,333,NGC_2835
1413,334,NGC_2835
1414,337,NGC_2835
1415,340,NGC_2835
1416,343,NGC_2835
1417,350,NGC_2835
1418,357,NGC_2835
1419,371,NGC_2835
1420,372,NGC_2835
1421,373,NGC_2835
1422,379,NGC_2835
1423,381,NGC_2835
1424,383,NGC_2835
1425,385,NGC_2835
1426,398,NGC_2835
1427,411,NGC_2835
1428,419,NGC_2835
1429,425,NGC_2835
1430,428,NGC_2835
1431,429,NGC_2835
1432,430,NGC_2835
1433,434,NGC_2835
1434,449,NGC_2835
1435,460,NGC_2835
1436,461,NGC_2835
1437,465,NGC_2835
1438,470,NGC_2835
1439,474,NGC_2835
1440,483,NGC_2835
1441,484,NGC_2835
1442,485,NGC_2835
1443,486,NGC_2835
1444,488,NGC_2835
1445,493,NGC_2835
1446,496,NGC_2835
1447,502,NGC_2835
1448,507,NGC_2835
1449,510,NGC_2835
1450,512,NGC_2835
1451,516,NGC_2835
1452,517,NGC_2835
1453,520,NGC_2835
1454,521,NGC_2835
1455,527,NGC_2835
1456,528,NGC_2835
1457,532,NGC_2835
1458,539,NGC_2835
1459,542,NGC_2835
1460,553,NGC_2835
1461,554,NGC_2835
1462,556,NGC_2835
1463,560,NGC_2835
1464,567,NGC_2835
1465,569,NGC_2835
1466,571,NGC_2835
1467,574,NGC_2835
1468,580,NGC_2835
1469,583,NGC_2835
1470,594,NGC_2835
1471,598,NGC_2835
1472,612,NGC_2835
1473,614,NGC_2835
1474,616,NGC_2835
1475,617,NGC_2835
1476,626,NGC_2835
1477,627,NGC_2835
1478,633,NGC_2835
1479,642,NGC_2835
1480,645,NGC_2835
1481,647,NGC_2835
1482,662,NGC_2835
1483,665,NGC_2835
1484,667,NGC_2835
1485,669,NGC_2835
1486,674,NGC_2835
1487,682,NGC_2835
1488,686,NGC_2835
1489,692,NGC_2835
1490,694,NGC_2835
1491,700,NGC_2835
1492,702,NGC_2835
1493,703,NGC_2835
1494,707,NGC_2835
1495,714,NGC_2835
1496,718,NGC_2835
1497,721,NGC_2835
1498,724,NGC_2835
1499,728,NGC_2835
1500,729,NGC_2835
1501,734,NGC_2835
1502,736,NGC_2835
1503,737,NGC_2835
1504,754,NGC_2835
1505,756,NGC_2835
1506,758,NGC_2835
1507,767,NGC_2835
1508,777,NGC_2835
1509,778,NGC_2835
1510,795,NGC_2835
1511,801,NGC_2835
1512,808,NGC_2835
1513,809,NGC_2835
1514,812,NGC_2835
1515,818,NGC_2835
1516,825,NGC_2835
1517,831,NGC_2835
1518,832,NGC_2835
1519,836,NGC_2835
1520,839,NGC_2835
1521,849,NGC_2835
1522,854,NGC_2835
1523,858,NGC_2835
1524,866,NGC_2835
1525,870,NGC_2835
1526,872,NGC_2835
1527,879,NGC_2835
1528,884,NGC_2835
1529,885,NGC_2835
1530,892,NGC_2835
1531,893,NGC_2835
1532,898,NGC_2835
1533,905,NGC_2835
1534,907,NGC_2835
1535,929,NGC_2835
1536,931,NGC_2835
1537,932,NGC_2835
1538,967,NGC_2835
1539,975,NGC_2835
1540,981,NGC_2835
1541,988,NGC_2835
1542,997,NGC_2835
1543,1003,NGC_2835
1544,1005,NGC_2835
1545,1008,NGC_2835
1546,1012,NGC_2835
1547,1024,NGC_2835
1548,1029,NGC_2835
1549,1037,NGC_2835
1550,1041,NGC_2835
1551,1046,NGC_2835
1552,1047,NGC_2835
1553,1048,NGC_2835
1554,1050,NGC_2835
1555,1053,NGC_2835
1556,1057,NGC_2835
1557,1062,NGC_2835
1558,1064,NGC_2835
1559,1071,NGC_2835
1560,1072,NGC_2835
1561,1082,NGC_2835
1562,1089,NGC_2835
1563,1091,NGC_2835
1564,1093,NGC_2835
1565,1097,NGC_2835
1566,1100,NGC_2835
1567,1109,NGC_2835
1568,1115,NGC_2835
1569,1130,NGC_2835
1570,1131,NGC_2835
1571,1135,NGC_2835
1572,1136,NGC_2835
1573,1142,NGC_2835
1574,1161,NGC_2835
1575,1165,NGC_2835
1576,1168,NGC_2835
1577,1175,NGC_2835
1578,1177,NGC_2835
1579,1181,NGC_2835
1580,1191,NGC_2835
1581,1204,NGC_2835
1582,1212,NGC_2835
1583,1214,NGC_2835
1584,1217,NGC_2835
1585,1221,NGC_2835
1586,1225,NGC_2835
1587,1232,NGC_2835
1588,1235,NGC_2835
1589,1250,NGC_2835
1590,1259,NGC_2835
1591,1260,NGC_2835
1592,1267,NGC_2835
1593,1271,NGC_2835
1594,1273,NGC_2835
1595,1275,NGC_2835
1596,1278,NGC_2835
1597,1286,NGC_2835
1598,1288,NGC_2835
1599,1291,NGC_2835
1600,1306,NGC_2835
1601,1322,NGC_2835
1602,1324,NGC_2835
1603,1344,NGC_2835
1604,1347,NGC_2835
1605,1349,NGC_2835
1606,1352,NGC_2835
1607,1353,NGC_2835
1608,1361,NGC_2835
1609,1367,NGC_2835
1610,1370,NGC_2835
1611,1371,NGC_2835
1612,1375,NGC_2835
1613,1394,NGC_2835
1614,1411,NGC_2835
1615,1419,NGC_2835
1616,1421,NGC_2835
1617,1422,NGC_2835
1618,1430,NGC_2835
1619,1431,NGC_2835
1620,1433,NGC_2835
1621,1441,NGC_2835
1622,1442,NGC_2835
1623,1445,NGC_2835
1624,1447,NGC_2835
1625,1457,NGC_2835
1626,1464,NGC_2835
1627,1470,NGC_2835
1628,1474,NGC_2835
1629,1477,NGC_2835
1630,1479,NGC_2835
1631,1482,NGC_2835
1632,1483,NGC_2835
1633,1485,NGC_2835
1634,1492,NGC_2835
1635,1496,NGC_2835
1636,1508,NGC_2835
1637,1515,NGC_2835
1638,1519,NGC_2835
1639,1524,NGC_2835
1640,1536,NGC_2835
1641,1540,NGC_2835
1642,1546,NGC_2835
1643,1555,NGC_2835
1644,1569,NGC_2835
1645,1571,NGC_2835
1646,1576,NGC_2835
1647,1582,NGC_2835
1648,1588,NGC_2835
1649,1593,NGC_2835
1650,1603,NGC_2835
1651,1605,NGC_2835
1652,1640,NGC_2835
1653,1642,NGC_2835
1654,1649,NGC_2835
1655,1651,NGC_2835
1656,1659,NGC_2835
1657,1662,NGC_2835
1658,1664,NGC_2835
1659,1675,NGC_2835
1660,1683,NGC_2835
1661,1687,NGC_2835
1662,1689,NGC_2835
1663,1690,NGC_2835
1664,1693,NGC_2835
1665,1723,NGC_2835
1666,1726,NGC_2835
1667,1728,NGC_2835
1668,1730,NGC_2835
1669,1733,NGC_2835
1670,1736,NGC_2835
1671,1737,NGC_2835
1672,1738,NGC_2835
1673,1743,NGC_2835
1674,1748,NGC_2835
1675,196,NGC_1512
1676,216,NGC_1512
1677,220,NGC_1512
1678,223,NGC_1512
1679,273,NGC_1512
1680,274,NGC_1512
1681,281,NGC_1512
1682,290,NGC_1512
1683,302,NGC_1512
1684,303,NGC_1512
1685,312,NGC_1512
1686,315,NGC_1512
1687,316,NGC_1512
1688,319,NGC_1512
1689,326,NGC_1512
1690,341,NGC_1512
1691,344,NGC_1512
1692,345,NGC_1512
1693,351,NGC_1512
1694,352,NGC_1512
1695,353,NGC_1512
1696,357,NGC_1512
1697,359,NGC_1512
1698,361,NGC_1512
1699,381,NGC_1512
1700,385,NGC_1512
1701,388,NGC_1512
1702,391,NGC_1512
1703,395,NGC_1512
1704,396,NGC_1512
1705,399,NGC_1512
1706,402,NGC_1512
1707,407,NGC_1512
1708,417,NGC_1512
1709,423,NGC_1512
1710,424,NGC_1512
1711,437,NGC_1512
1712,452,NGC_1512
1713,454,NGC_1512
1714,462,NGC_1512
1715,469,NGC_1512
1716,482,NGC_1512
1717,489,NGC_1512
1718,502,NGC_1512
1719,507,NGC_1512
1720,510,NGC_1512
1721,512,NGC_1512
1722,513,NGC_1512
1723,520,NGC_1512
1724,522,NGC_1512
1725,527,NGC_1512
1726,529,NGC_1512
1727,533,NGC_1512
1728,537,NGC_1512
1729,539,NGC_1512
1730,541,NGC_1512
1731,543,NGC_1512
1732,547,NGC_1512
1733,549,NGC_1512
1734,551,NGC_1512
1735,553,NGC_1512
1736,555,NGC_1512
1737,559,NGC_1512
1738,562,NGC_1512
1739,565,NGC_1512
1740,568,NGC_1512
1741,570,NGC_1512
1742,572,NGC_1512
1743,576,NGC_1512
1744,588,NGC_1512
1745,592,NGC_1512
1746,593,NGC_1512
1747,597,NGC_1512
1748,598,NGC_1512
1749,599,NGC_1512
1750,605,NGC_1512
1751,610,NGC_1512
1752,611,NGC_1512
1753,612,NGC_1512
1754,615,NGC_1512
1755,616,NGC_1512
1756,624,NGC_1512
1757,625,NGC_1512
1758,629,NGC_1512
1759,630,NGC_1512
1760,638,NGC_1512
1761,643,NGC_1512
1762,645,NGC_1512
1763,647,NGC_1512
1764,655,NGC_1512
1765,658,NGC_1512
1766,660,NGC_1512
1767,662,NGC_1512
1768,667,NGC_1512
1769,674,NGC_1512
1770,676,NGC_1512
1771,679,NGC_1512
1772,684,NGC_1512
1773,687,NGC_1512
1774,689,NGC_1512
1775,691,NGC_1512
1776,699,NGC_1512
1777,707,NGC_1512
1778,709,NGC_1512
1779,722,NGC_1512
1780,723,NGC_1512
1781,728,NGC_1512
1782,731,NGC_1512
1783,733,NGC_1512
1784,735,NGC_1512
1785,741,NGC_1512
1786,745,NGC_1512
1787,751,NGC_1512
1788,757,NGC_1512
1789,759,NGC_1512
1790,761,NGC_1512
1791,764,NGC_1512
1792,766,NGC_1512
1793,769,NGC_1512
1794,770,NGC_1512
1795,772,NGC_1512
1796,773,NGC_1512
1797,775,NGC_1512
1798,781,NGC_1512
1799,782,NGC_1512
1800,789,NGC_1512
1801,792,NGC_1512
1802,796,NGC_1512
1803,812,NGC_1512
1804,825,NGC_1512
1805,827,NGC_1512
1806,829,NGC_1512
1807,831,NGC_1512
1808,841,NGC_1512
1809,844,NGC_1512
1810,846,NGC_1512
1811,848,NGC_1512
1812,850,NGC_1512
1813,851,NGC_1512
1814,853,NGC_1512
1815,855,NGC_1512
1816,861,NGC_1512
1817,862,NGC_1512
1818,866,NGC_1512
1819,868,NGC_1512
1820,875,NGC_1512
1821,877,NGC_1512
1822,880,NGC_1512
1823,887,NGC_1512
1824,888,NGC_1512
1825,889,NGC_1512
1826,890,NGC_1512
1827,891,NGC_1512
1828,901,NGC_1512
1829,903,NGC_1512
1830,905,NGC_1512
1831,908,NGC_1512
1832,909,NGC_1512
1833,910,NGC_1512
1834,912,NGC_1512
1835,915,NGC_1512
1836,916,NGC_1512
1837,922,NGC_1512
1838,927,NGC_1512
1839,929,NGC_1512
1840,938,NGC_1512
1841,943,NGC_1512
1842,945,NGC_1512
1843,946,NGC_1512
1844,948,NGC_1512
1845,949,NGC_1512
1846,950,NGC_1512
1847,951,NGC_1512
1848,953,NGC_1512
1849,957,NGC_1512
1850,958,NGC_1512
1851,959,NGC_1512
1852,960,NGC_1512
1853,961,NGC_1512
1854,966,NGC_1512
1855,972,NGC_1512
1856,973,NGC_1512
1857,974,NGC_1512
1858,975,NGC_1512
1859,978,NGC_1512
1860,980,NGC_1512
1861,984,NGC_1512
1862,985,NGC_1512
1863,987,NGC_1512
1864,988,NGC_1512
1865,991,NGC_1512
1866,994,NGC_1512
1867,996,NGC_1512
1868,998,NGC_1512
1869,1002,NGC_1512
1870,1004,NGC_1512
1871,1007,NGC_1512
1872,1011,NGC_1512
1873,1012,NGC_1512
1874,1014,NGC_1512
1875,1019,NGC_1512
1876,1020,NGC_1512
1877,1022,NGC_1512
1878,1025,NGC_1512
1879,1026,NGC_1512
1880,1030,NGC_1512
1881,1032,NGC_1512
1882,1033,NGC_1512
1883,1036,NGC_1512
1884,1038,NGC_1512
1885,1040,NGC_1512
1886,1041,NGC_1512
1887,1045,NGC_1512
1888,1046,NGC_1512
1889,1047,NGC_1512
1890,1052,NGC_1512
1891,1061,NGC_1512
1892,1069,NGC_1512
1893,1071,NGC_1512
1894,1073,NGC_1512
1895,1076,NGC_1512
1896,1084,NGC_1512
1897,1094,NGC_1512
1898,1097,NGC_1512
1899,1098,NGC_1512
1900,1103,NGC_1512
1901,1104,NGC_1512
1902,1109,NGC_1512
1903,1110,NGC_1512
1904,1115,NGC_1512
1905,1119,NGC_1512
1906,1122,NGC_1512
1907,1123,NGC_1512
1908,1133,NGC_1512
1909,1135,NGC_1512
1910,1152,NGC_1512
1911,1167,NGC_1512
1912,1170,NGC_1512
1913,1176,NGC_1512
1914,1177,NGC_1512
1915,1180,NGC_1512
1916,1186,NGC_1512
1917,1193,NGC_1512
1918,1204,NGC_1512
1919,1206,NGC_1512
1920,1208,NGC_1512
1921,1218,NGC_1512
1922,1238,NGC_1512
1923,1240,NGC_1512
1924,1242,NGC_1512
1925,1261,NGC_1512
1926,1265,NGC_1512
1927,1268,NGC_1512
1928,1274,NGC_1512
1929,1275,NGC_1512
1930,1276,NGC_1512
1931,1278,NGC_1512
1932,1279,NGC_1512
1933,1289,NGC_1512
1934,1291,NGC_1512
1935,1295,NGC_1512
1936,1296,NGC_1512
1937,1297,NGC_1512
1938,1298,NGC_1512
1939,1305,NGC_1512
1940,1309,NGC_1512
1941,1310,NGC_1512
1942,1313,NGC_1512
1943,1314,NGC_1512
1944,1323,NGC_1512
1945,1334,NGC_1512
1946,1336,NGC_1512
1947,1349,NGC_1512
1948,1353,NGC_1512
1949,1384,NGC_1512
1950,1395,NGC_1512
1951,1401,NGC_1512
1952,1405,NGC_1512
1953,1407,NGC_1512
1954,1409,NGC_1512
1955,1418,NGC_1512
1956,1420,NGC_1512
1957,1423,NGC_1512
1958,1429,NGC_1512
1959,1433,NGC_1512
1960,1439,NGC_1512
1961,1443,NGC_1512
1962,1450,NGC_1512
1963,1457,NGC_1512
1964,1458,NGC_1512
1965,1460,NGC_1512
1966,1466,NGC_1512
1967,1468,NGC_1512
1968,1473,NGC_1512
1969,1483,NGC_1512
1970,1493,NGC_1512
1971,1504,NGC_1512
1972,1507,NGC_1512
1973,1508,NGC_1512
1974,1509,NGC_1512
1975,1510,NGC_1512
1976,1512,NGC_1512
1977,1515,NGC_1512
1978,1517,NGC_1512
1979,1521,NGC_1512
1980,1525,NGC_1512
1981,1528,NGC_1512
1982,1530,NGC_1512
1983,224,NGC_1512
1984,305,NGC_1512
1985,329,NGC_1512
1986,383,NGC_1512
1987,411,NGC_1512
1988,418,NGC_1512
1989,429,NGC_1512
1990,439,NGC_1512
1991,447,NGC_1512
1992,486,NGC_1512
1993,496,NGC_1512
1994,508,NGC_1512
1995,535,NGC_1512
1996,575,NGC_1512
1997,580,NGC_1512
1998,582,NGC_1512
1999,583,NGC_1512
2000,621,NGC_1512
2001,632,NGC_1512
2002,649,NGC_1512
2003,673,NGC_1512
2004,705,NGC_1512
2005,748,NGC_1512
2006,756,NGC_1512
2007,822,NGC_1512
2008,830,NGC_1512
2009,849,NGC_1512
2010,894,NGC_1512
2011,895,NGC_1512
2012,896,NGC_1512
2013,897,NGC_1512
2014,898,NGC_1512
2015,900,NGC_1512
2016,904,NGC_1512
2017,906,NGC_1512
2018,907,NGC_1512
2019,911,NGC_1512
2020,913,NGC_1512
2021,917,NGC_1512
2022,919,NGC_1512
2023,920,NGC_1512
2024,921,NGC_1512
2025,923,NGC_1512
2026,924,NGC_1512
2027,928,NGC_1512
2028,931,NGC_1512
2029,934,NGC_1512
2030,941,NGC_1512
2031,954,NGC_1512
2032,963,NGC_1512
2033,967,NGC_1512
2034,977,NGC_1512
2035,997,NGC_1512
2036,1001,NGC_1512
2037,1028,NGC_1512
2038,1029,NGC_1512
2039,1037,NGC_1512
2040,1039,NGC_1512
2041,1049,NGC_1512
2042,1056,NGC_1512
2043,1078,NGC_1512
2044,1086,NGC_1512
2045,1113,NGC_1512
2046,1127,NGC_1512
2047,1140,NGC_1512
2048,1142,NGC_1512
2049,1146,NGC_1512
2050,1159,NGC_1512
2051,1183,NGC_1512
2052,1190,NGC_1512
2053,1195,NGC_1512
2054,1200,NGC_1512
2055,1205,NGC_1512
2056,1207,NGC_1512
2057,1210,NGC_1512
2058,1211,NGC_1512
2059,1213,NGC_1512
2060,1215,NGC_1512
2061,1219,NGC_1512
2062,1220,NGC_1512
2063,1226,NGC_1512
2064,1237,NGC_1512
2065,1251,NGC_1512
2066,1255,NGC_1512
2067,1258,NGC_1512
2068,1262,NGC_1512
2069,1283,NGC_1512
2070,1290,NGC_1512
2071,1300,NGC_1512
2072,1315,NGC_1512
2073,1330,NGC_1512
2074,1331,NGC_1512
2075,1338,NGC_1512
2076,1341,NGC_1512
2077,1345,NGC_1512
2078,1355,NGC_1512
2079,1356,NGC_1512
2080,1360,NGC_1512
2081,1368,NGC_1512
2082,1377,NGC_1512
2083,1386,NGC_1512
2084,1387,NGC_1512
2085,1391,NGC_1512
2086,1400,NGC_1512
2087,1404,NGC_1512
2088,1438,NGC_1512
2089,1455,NGC_1512
2090,1470,NGC_1512
2091,1480,NGC_1512
2092,1487,NGC_1512
2093,1498,NGC_1512
2094,1499,NGC_1512
2095,1501,NGC_1512
2096,1505,NGC_1512
2097,1514,NGC_1512
2098,1539,NGC_1512
2099,1610,NGC_3351
2100,1614,NGC_3351
2101,1615,NGC_3351
2102,1619,NGC_3351
2103,1620,NGC_3351
2104,1623,NGC_3351
2105,1627,NGC_3351
2106,1629,NGC_3351
2107,1634,NGC_3351
2108,1646,NGC_3351
2109,1649,NGC_3351
2110,1653,NGC_3351
2111,1659,NGC_3351
2112,1661,NGC_3351
2113,1663,NGC_3351
2114,1664,NGC_3351
2115,1665,NGC_3351
2116,1667,NGC_3351
2117,1684,NGC_3351
2118,1705,NGC_3351
2119,1711,NGC_3351
2120,1718,NGC_3351
2121,1723,NGC_3351
2122,1725,NGC_3351
2123,1726,NGC_3351
2124,1728,NGC_3351
2125,1729,NGC_3351
2126,1740,NGC_3351
2127,1741,NGC_3351
2128,1743,NGC_3351
2129,1752,NGC_3351
2130,1753,NGC_3351
2131,1759,NGC_3351
2132,1765,NGC_3351
2133,1772,NGC_3351
2134,1773,NGC_3351
2135,1783,NGC_3351
2136,1789,NGC_3351
2137,1796,NGC_3351
2138,1801,NGC_3351
2139,1812,NGC_3351
2140,1814,NGC_3351
2141,1822,NGC_3351
2142,1828,NGC_3351
2143,1829,NGC_3351
2144,1835,NGC_3351
2145,1839,NGC_3351
2146,1842,NGC_3351
2147,1843,NGC_3351
2148,1856,NGC_3351
2149,1865,NGC_3351
2150,1871,NGC_3351
2151,1889,NGC_3351
2152,1890,NGC_3351
2153,1894,NGC_3351
2154,1906,NGC_3351
2155,1911,NGC_3351
2156,1916,NGC_3351
2157,1517,NGC_3351
2158,1531,NGC_3351
2159,1545,NGC_3351
2160,1550,NGC_3351
2161,1577,NGC_3351
2162,1578,NGC_3351
2163,1587,NGC_3351
2164,1593,NGC_3351
2165,1598,NGC_3351
2166,1601,NGC_3351
2167,1606,NGC_3351
2168,1609,NGC_3351
2169,1626,NGC_3351
2170,1638,NGC_3351
2171,1644,NGC_3351
2172,1648,NGC_3351
2173,1652,NGC_3351
2174,1685,NGC_3351
2175,1687,NGC_3351
2176,1689,NGC_3351
2177,1695,NGC_3351
2178,1703,NGC_3351
2179,1717,NGC_3351
2180,1721,NGC_3351
2181,1731,NGC_3351
2182,1736,NGC_3351
2183,1750,NGC_3351
2184,1758,NGC_3351
2185,1761,NGC_3351
2186,1763,NGC_3351
2187,1769,NGC_3351
2188,1778,NGC_3351
2189,1780,NGC_3351
2190,1781,NGC_3351
2191,1793,NGC_3351
2192,1800,NGC_3351
2193,1807,NGC_3351
2194,1815,NGC_3351
2195,1819,NGC_3351
2196,1827,NGC_3351
2197,1831,NGC_3351
2198,1832,NGC_3351
2199,1836,NGC_3351
2200,1838,NGC_3351
2201,1844,NGC_3351
2202,1849,NGC_3351
2203,1855,NGC_3351
2204,1859,NGC_3351
2205,1863,NGC_3351
2206,1868,NGC_3351
2207,1872,NGC_3351
2208,1873,NGC_3351
2209,1878,NGC_3351
2210,1879,NGC_3351
2211,1893,NGC_3351
2212,1902,NGC_3351
2213,1904,NGC_3351
2214,1915,NGC_3351
2215,3,NGC_7496
2216,7,NGC_7496
2217,11,NGC_7496
2218,14,NGC_7496
2219,27,NGC_7496
2220,28,NGC_7496
2221,30,NGC_7496
2222,31,NGC_7496
2223,37,NGC_7496
2224,42,NGC_7496
2225,53,NGC_7496
2226,57,NGC_7496
2227,58,NGC_7496
2228,60,NGC_7496
2229,66,NGC_7496
2230,68,NGC_7496
2231,69,NGC_7496
2232,71,NGC_7496
2233,72,NGC_7496
2234,73,NGC_7496
2235,74,NGC_7496
2236,76,NGC_7496
2237,78,NGC_7496
2238,80,NGC_7496
2239,83,NGC_7496
2240,87,NGC_7496
2241,89,NGC_7496
2242,91,NGC_7496
2243,93,NGC_7496
2244,95,NGC_7496
2245,97,NGC_7496
2246,98,NGC_7496
2247,100,NGC_7496
2248,104,NGC_7496
2249,107,NGC_7496
2250,113,NGC_7496
2251,115,NGC_7496
2252,117,NGC_7496
2253,119,NGC_7496
2254,122,NGC_7496
2255,125,NGC_7496
2256,128,NGC_7496
2257,129,NGC_7496
2258,132,NGC_7496
2259,133,NGC_7496
2260,135,NGC_7496
2261,137,NGC_7496
2262,149,NGC_7496
2263,153,NGC_7496
2264,154,NGC_7496
2265,155,NGC_7496
2266,156,NGC_7496
2267,160,NGC_7496
2268,167,NGC_7496
2269,169,NGC_7496
2270,173,NGC_7496
2271,174,NGC_7496
2272,177,NGC_7496
2273,187,NGC_7496
2274,190,NGC_7496
2275,194,NGC_7496
2276,195,NGC_7496
2277,197,NGC_7496
2278,198,NGC_7496
2279,199,NGC_7496
2280,200,NGC_7496
2281,201,NGC_7496
2282,202,NGC_7496
2283,204,NGC_7496
2284,207,NGC_7496
2285,209,NGC_7496
2286,211,NGC_7496
2287,212,NGC_7496
2288,213,NGC_7496
2289,215,NGC_7496
2290,217,NGC_7496
2291,218,NGC_7496
2292,220,NGC_7496
2293,223,NGC_7496
2294,229,NGC_7496
2295,230,NGC_7496
2296,231,NGC_7496
2297,234,NGC_7496
2298,237,NGC_7496
2299,238,NGC_7496
2300,241,NGC_7496
2301,243,NGC_7496
2302,245,NGC_7496
2303,247,NGC_7496
2304,253,NGC_7496
2305,255,NGC_7496
2306,257,NGC_7496
2307,260,NGC_7496
2308,262,NGC_7496
2309,266,NGC_7496
2310,271,NGC_7496
2311,273,NGC_7496
2312,276,NGC_7496
2313,282,NGC_7496
2314,288,NGC_7496
2315,292,NGC_7496
2316,296,NGC_7496
